iter	Logloss
0	0.5487231722
1	0.4330659704
2	0.3498793218
3	0.3071747719
4	0.2656018197
5	0.2395721855
6	0.2136650559
7	0.1967737626
8	0.1811400125
9	0.170525517
10	0.1623146251
11	0.1553663532
12	0.1495861437
13	0.1437336081
14	0.1387269396
15	0.1350482557
16	0.1309327709
17	0.1270477884
18	0.1239015139
19	0.1210681303
20	0.1177599636
21	0.1155392546
22	0.113167254
23	0.1106737767
24	0.1090816616
25	0.1072117056
26	0.1047708566
27	0.1032507834
28	0.1018608617
29	0.1001767759
30	0.09896522927
31	0.09668671774
32	0.09560472947
33	0.0940782731
34	0.09272339401
35	0.09189100983
36	0.09081442456
37	0.08974057679
38	0.08889326971
39	0.08769877908
40	0.08713171031
41	0.08642300497
42	0.08552064476
43	0.08318790425
44	0.0820527419
45	0.08132242113
46	0.08071280974
47	0.08016041885
48	0.07891263725
49	0.07794122752
50	0.07736229362
51	0.07667595132
52	0.07564378946
53	0.07506489718
54	0.07456889647
55	0.07349443503
56	0.07290825779
57	0.07220991803
58	0.07143150124
59	0.07065458761
60	0.06984751784
61	0.06934404987
62	0.0687528412
63	0.06806191219
64	0.0673217996
65	0.0666254104
66	0.06598962962
67	0.06533033986
68	0.06479301519
69	0.06436889628
70	0.0640462193
71	0.0639356994
72	0.06324954048
73	0.06258282729
74	0.06211678814
75	0.06174747474
76	0.06138858773
77	0.06107960778
78	0.0604380417
79	0.06003880637
80	0.05973485115
81	0.0595049602
82	0.05854075628
83	0.05821981488
84	0.05792441642
85	0.05706140128
86	0.05671052135
87	0.05634549786
88	0.05597257564
89	0.05565021786
90	0.05509104281
91	0.05478229395
92	0.05448754287
93	0.05416489447
94	0.05383392462
95	0.05348598397
96	0.05293528424
97	0.05228267807
98	0.05155279171
99	0.05119312507
100	0.05095009421
101	0.05043052033
102	0.05010743327
103	0.04989849559
104	0.04957341967
105	0.0493393656
106	0.04894524573
107	0.04841580115
108	0.04783104593
109	0.04761137508
110	0.04733767956
111	0.04707276237
112	0.04679561491
113	0.04653194634
114	0.04631718715
115	0.04609024184
116	0.04577618732
117	0.04553479043
118	0.04536226112
119	0.04509879662
120	0.04490443292
121	0.0446330325
122	0.04441652491
123	0.04404718786
124	0.04366368424
125	0.04345508729
126	0.04327079435
127	0.043148962
128	0.0430431077
129	0.04293219048
130	0.04281598364
131	0.04253293097
132	0.04242929593
133	0.04224946807
134	0.04216266631
135	0.04203291287
136	0.04184677854
137	0.04155280056
138	0.04125840676
139	0.04082982355
140	0.0406643644
141	0.04049054544
142	0.04036787142
143	0.04016781997
144	0.04001190661
145	0.03988136304
146	0.0394915745
147	0.03934509703
148	0.03901287085
149	0.03891444473
150	0.03881752221
151	0.0386567804
152	0.03852018662
153	0.03825188905
154	0.03815927068
155	0.03806798764
156	0.03796955035
157	0.03786062079
158	0.03755629239
159	0.03748109919
160	0.0373270157
161	0.03724633178
162	0.03717350901
163	0.03699898534
164	0.03681957969
165	0.03668175713
166	0.03657080973
167	0.03636275172
168	0.036114147
169	0.03589967079
170	0.03581617776
171	0.03569930434
172	0.03551429728
173	0.03542290606
174	0.03518911659
175	0.03503182995
176	0.0348051692
177	0.03473050866
178	0.03464917307
179	0.03458650241
180	0.03445497578
181	0.03430710981
182	0.0341898696
183	0.03412509628
184	0.03405503876
185	0.03397087054
186	0.03385344938
187	0.03379289992
188	0.03370987988
189	0.03349232165
190	0.03339106004
191	0.03333924003
192	0.03325161932
193	0.03317528171
194	0.03309741772
195	0.03296071846
196	0.03290905856
197	0.03284930263
198	0.03280406957
199	0.03274067135
200	0.03267655522
201	0.03262101535
202	0.03253700156
203	0.03238387419
204	0.03223613808
205	0.03218986603
206	0.03213253179
207	0.03192945004
208	0.03174655539
209	0.03163196624
210	0.0315369985
211	0.03146826093
212	0.03133542495
213	0.03127904652
214	0.03123484673
215	0.03110185657
216	0.03099526888
217	0.03086359835
218	0.03077628347
219	0.03072374274
220	0.03056481882
221	0.03038999545
222	0.03028360801
223	0.0302327477
224	0.03019018206
225	0.0301423729
226	0.03009910273
227	0.0300468258
228	0.03000673181
229	0.02996121179
230	0.0297776303
231	0.02969716168
232	0.02965471955
233	0.02955937854
234	0.02951249341
235	0.02943722391
236	0.0294063357
237	0.02936709696
238	0.02926394423
239	0.02920110593
240	0.02912805946
241	0.02907694982
242	0.02894875041
243	0.02891733721
244	0.02886190003
245	0.02881321401
246	0.02877081274
247	0.02873729426
248	0.02870383462
249	0.02862455554
250	0.02855102519
251	0.02852369889
252	0.02849671029
253	0.02840364691
254	0.02837912759
255	0.0283470591
256	0.02830636521
257	0.02822606475
258	0.02812074323
259	0.02808859812
260	0.02806720147
261	0.02801898097
262	0.02797540067
263	0.02794421481
264	0.02784138041
265	0.02781638466
266	0.0277871868
267	0.027716837
268	0.02768784154
269	0.02756425747
270	0.02751437029
271	0.02738452561
272	0.02736086447
273	0.02723811478
274	0.02717163293
275	0.02714407258
276	0.02706702733
277	0.02694911763
278	0.02690682867
279	0.02683076403
280	0.02680600207
281	0.02676252029
282	0.02673730298
283	0.02671514783
284	0.02669562135
285	0.02665669629
286	0.02663375483
287	0.02656969314
288	0.02654924922
289	0.02649066638
290	0.02645314037
291	0.02640499243
292	0.02630679173
293	0.02628332998
294	0.02622427284
295	0.02617051962
296	0.02610826808
297	0.0260905109
298	0.02607308208
299	0.02604923844
